date,n_names,base_ic,rl_ic,delta_ic,base_proxy_active_return,rl_proxy_active_return,delta_proxy_active_return,base_turnover_proxy,rl_turnover_proxy
2021-02-05,64,-0.2081501831501831,-0.2081501831501831,0.0,-0.034559960289410135,-0.034559960289410135,0.0,0.08746029363366742,0.08746029363366742
2021-02-08,64,-0.3022435897435897,-0.3022435897435897,0.0,-0.048297508274620114,-0.048297508274620114,0.0,0.08914785136811618,0.08914785136811618
2021-02-09,64,-0.26231684981684983,-0.26231684981684983,0.0,-0.03935041323987529,-0.03935041323987529,0.0,0.0832483330429103,0.0832483330429103
2021-02-10,64,-0.29510073260073255,-0.29510073260073255,0.0,-0.046426990919280195,-0.046426990919280195,0.0,0.09278404038779962,0.09278404038779962
2021-02-11,64,-0.246978021978022,-0.246978021978022,0.0,-0.031100993683107505,-0.031100993683107505,0.0,0.06908107450109531,0.06908107450109531
2021-02-12,64,-0.27307692307692305,-0.27307692307692305,0.0,-0.03210026342168638,-0.03210026342168638,0.0,0.06017659659463122,0.06017659659463122
2021-02-15,64,-0.22999084249084245,-0.22999084249084245,0.0,-0.028361296157009372,-0.028361296157009372,0.0,0.04422756563021403,0.04422756563021403
2021-02-16,64,-0.24835164835164833,-0.24835164835164833,0.0,-0.02444637708070604,-0.02444637708070604,0.0,0.07411928130476858,0.07411928130476858
2021-02-17,64,-0.1679029304029304,-0.1679029304029304,0.0,-0.01622783324130435,-0.01622783324130435,0.0,0.06444420348539333,0.06444420348539333
2021-02-18,64,-0.21213369963369957,-0.21213369963369957,0.0,-0.01947292194664753,-0.01947292194664753,0.0,0.0368171564532215,0.0368171564532215
2021-02-19,64,-0.2507783882783883,-0.2507783882783883,0.0,-0.022875702989781792,-0.022875702989781792,0.0,0.045856421323966966,0.045856421323966966
2021-02-22,64,-0.17518315018315017,-0.17518315018315017,0.0,-0.013025541612937437,-0.013025541612937437,0.0,0.07364540721451615,0.07364540721451615
2021-02-23,64,-0.202518315018315,-0.202518315018315,0.0,-0.012036685818753418,-0.012036685818753418,0.0,0.058406793837993146,0.058406793837993146
2021-02-24,64,-0.23333333333333328,-0.23333333333333328,0.0,-0.01671802641083255,-0.01671802641083255,0.0,0.05733088221441986,0.05733088221441986
2021-02-25,64,-0.1836080586080586,-0.1836080586080586,0.0,-0.012957476150174355,-0.012957476150174355,0.0,0.06768455464171733,0.06768455464171733
2021-02-26,64,-0.1992216117216117,-0.1992216117216117,0.0,-0.011120573708383168,-0.011120573708383168,0.0,0.06604250004349546,0.06604250004349546
2021-03-01,64,-0.26570512820512815,-0.26570512820512815,0.0,-0.012794562048288056,-0.012794562048288056,0.0,0.052950880902658246,0.052950880902658246
2021-03-02,64,-0.15228937728937728,-0.15228937728937728,0.0,-0.011873376791093362,-0.011873376791093362,0.0,0.14588065756602808,0.14588065756602808
2021-03-03,64,-0.04391025641025641,-0.04391025641025641,0.0,-0.002535592454074127,-0.002535592454074127,0.0,0.10886495289863492,0.10886495289863492
2021-03-04,64,0.05989010989010988,0.05989010989010988,0.0,0.008504311536551032,0.008504311536551032,0.0,0.23574161339827687,0.23574161339827687
2021-03-05,64,-0.005128205128205127,-0.005128205128205127,0.0,-0.004976946683720204,-0.004976946683720204,0.0,0.10514003073085404,0.10514003073085404
